id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac
20260206_124531_883108,29.75625,0.0257,-0.1548,-2.2,-17.7,27.61875,27.16875,27.61875,27.16875,0.071833648,0.086956522,0.071833648,0.086956522,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/ZED_LEFT/ZED_LEFT_20260206_124531_883108.jpg,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/road_img/ZED_LEFT_20260206_124531_883108.jpg,0.8
20260206_124532_133108,29.3625,0.0206,-0.0816,-2.47,-21.5,27.28125,26.775,27.28125,26.83125,0.070881226,0.088122605,0.070881226,0.086206897,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/ZED_LEFT/ZED_LEFT_20260206_124532_133108.jpg,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/road_img/ZED_LEFT_20260206_124532_133108.jpg,0.8
20260206_124532_383108,29.3625,0.0271,-0.0965,-1.79,-23,26.8875,26.55,27.05625,26.4375,0.084291188,0.095785441,0.078544061,0.099616858,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/ZED_LEFT/ZED_LEFT_20260206_124532_383108.jpg,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/road_img/ZED_LEFT_20260206_124532_383108.jpg,0.8
20260206_124532_633108,29.25,0.0408,-0.0759,-2.45,-27.1,26.60625,26.04375,26.6625,26.15625,0.090384615,0.109615385,0.088461538,0.105769231,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/ZED_LEFT/ZED_LEFT_20260206_124532_633108.jpg,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/road_img/ZED_LEFT_20260206_124532_633108.jpg,0.8
20260206_124532_883108,28.96875,0.0297,-0.0972,-3.06,-34,26.775,26.04375,26.83125,26.04375,0.075728155,0.100970874,0.073786408,0.100970874,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/ZED_LEFT/ZED_LEFT_20260206_124532_883108.jpg,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/road_img/ZED_LEFT_20260206_124532_883108.jpg,0.8
20260206_124533_133108,28.85625,0.0435,-0.1232,-2.85,-36.6,26.71875,26.04375,26.775,25.9875,0.074074074,0.097465887,0.072124756,0.099415205,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/ZED_LEFT/ZED_LEFT_20260206_124533_133108.jpg,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/road_img/ZED_LEFT_20260206_124533_133108.jpg,0.8
20260206_124533_383108,28.6875,-0.0053,-0.1009,-3.18,-38.6,26.26875,25.5375,26.26875,25.36875,0.084313725,0.109803922,0.084313725,0.115686275,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/ZED_LEFT/ZED_LEFT_20260206_124533_383108.jpg,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/road_img/ZED_LEFT_20260206_124533_383108.jpg,0.8
20260206_124533_633108,28.35,0.0625,-0.0865,-2.65,-39.3,25.70625,24.975,25.65,24.8625,0.093253968,0.119047619,0.095238095,0.123015873,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/ZED_LEFT/ZED_LEFT_20260206_124533_633108.jpg,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/road_img/ZED_LEFT_20260206_124533_633108.jpg,0.8
20260206_124533_883108,28.0125,0.0311,-0.1336,-3.3,-39.2,25.25625,24.4125,25.0875,24.3,0.098393574,0.128514056,0.104417671,0.13253012,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/ZED_LEFT/ZED_LEFT_20260206_124533_883108.jpg,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/road_img/ZED_LEFT_20260206_124533_883108.jpg,0.8
20260206_124534_133108,27.7875,0.0711,-0.117,-3.91,-27.3,24.35625,23.7375,24.4125,23.68125,0.123481781,0.145748988,0.12145749,0.147773279,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/ZED_LEFT/ZED_LEFT_20260206_124534_133108.jpg,train/episode_36__pi05_annotations_in_yuanqv_clean__dup2/images/road_img/ZED_LEFT_20260206_124534_133108.jpg,0.8
